NumberOfMonths,Artist,Album,SongName,January 2016,February 2016,March 2016,April 2016,May 2016,June 2016,July 2016,August 2016,September 2016,October 2016,November 2016,December 2016,January 2017,February 2017,March 2017,April 2017,May 2017,June 2017,July 2017,August 2017,September 2017,October 2017,November 2017,December 2017,January 2018,February 2018,March 2018,April 2018,May 2018,June 2018,July 2018,August 2018,September 2018,October 2018,November 2018,December 2018,January 2019,February 2019,March 2019,April 2019,May 2019,June 2019,July 2019,August 2019,September 2019,October 2019,November 2019,December 2019,January 2020,February 2020,March 2020,April 2020,May 2020,June 2020,July 2020,August 2020,September 2020,October 2020,November 2020,December 2020,January 2021,February 2021,March 2021,April 2021,May 2021,June 2021,July 2021,August 2021,September 2021,October 2021,November 2021,December 2021,January 2022,February 2022,March 2022,April 2022,May 2022,June 2022,July 2022,August 2022,September 2022,October 2022
5,Train,Bulletproof Picasso,Angel in Blue Jeans,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Angel in Blue Jeans,-,-,-,-,-,-,-,-,-,Angel in Blue Jeans,Angel in Blue Jeans,Angel in Blue Jeans,-,Angel in Blue Jeans,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,Train,California 37,Drive By,-,-,-,-,-,-,-,-,-,-,-,-,-,Drive By,-,-,-,-,-,-,Drive By,-,-,-,-,-,Drive By,-,-,-,-,Drive By,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
18,Travie McCoy,Lazarus,Billionaire (feat. Bruno Mars),Billionaire (feat. Bruno Mars),Billionaire (feat. Bruno Mars),Billionaire (feat. Bruno Mars),-,-,-,-,-,Billionaire (feat. Bruno Mars),-,-,-,-,-,-,Billionaire (feat. Bruno Mars),-,-,Billionaire (feat. Bruno Mars),-,-,-,-,-,-,-,-,Billionaire (feat. Bruno Mars),-,-,-,Billionaire (feat. Bruno Mars),Billionaire (feat. Bruno Mars),-,-,-,Billionaire (feat. Bruno Mars),Billionaire (feat. Bruno Mars),-,-,-,-,Billionaire (feat. Bruno Mars),Billionaire (feat. Bruno Mars),Billionaire (feat. Bruno Mars),-,-,-,-,-,Billionaire (feat. Bruno Mars),-,Billionaire (feat. Bruno Mars),-,-,-,-,-,-,-,-,-,-,-,-,-,Billionaire (feat. Bruno Mars),-,-,-,-,-,-,-,-,-,-,-,-,-,Billionaire (feat. Bruno Mars),-
4,Travie McCoy,Lazarus,We'll Be Alright,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,We'll Be Alright,We'll Be Alright,We'll Be Alright,-,-,-,-,-,-,-,-,-,We'll Be Alright,-,-,-,-,-,-,-,-,-,-,-,-,-
33,Travis Scott,Birds in the Trap Sing McKnight,goosebumps (feat. Kendrick Lamar),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,goosebumps (feat. Kendrick Lamar),goosebumps (feat. Kendrick Lamar),goosebumps (feat. Kendrick Lamar),goosebumps (feat. Kendrick Lamar),goosebumps (feat. Kendrick Lamar),goosebumps (feat. Kendrick Lamar),goosebumps (feat. Kendrick Lamar),goosebumps (feat. Kendrick Lamar),goosebumps (feat. Kendrick Lamar),goosebumps (feat. Kendrick Lamar),goosebumps (feat. Kendrick Lamar),goosebumps (feat. Kendrick Lamar),goosebumps (feat. Kendrick Lamar),goosebumps (feat. Kendrick Lamar),goosebumps (feat. Kendrick Lamar),goosebumps (feat. Kendrick Lamar),goosebumps (feat. Kendrick Lamar),goosebumps (feat. Kendrick Lamar),goosebumps (feat. Kendrick Lamar),goosebumps (feat. Kendrick Lamar),goosebumps (feat. Kendrick Lamar),goosebumps (feat. Kendrick Lamar),goosebumps (feat. Kendrick Lamar),goosebumps (feat. Kendrick Lamar),goosebumps (feat. Kendrick Lamar),goosebumps (feat. Kendrick Lamar),-,goosebumps (feat. Kendrick Lamar),goosebumps (feat. Kendrick Lamar),goosebumps (feat. Kendrick Lamar),goosebumps (feat. Kendrick Lamar),goosebumps (feat. Kendrick Lamar),goosebumps (feat. Kendrick Lamar),-,goosebumps (feat. Kendrick Lamar),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
13,Travis Scott,Birds in the Trap Sing McKnight,the ends (feat. André 3000),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,the ends (feat. André 3000),the ends (feat. André 3000),the ends (feat. André 3000),the ends (feat. André 3000),the ends (feat. André 3000),the ends (feat. André 3000),the ends (feat. André 3000),the ends (feat. André 3000),the ends (feat. André 3000),the ends (feat. André 3000),the ends (feat. André 3000),the ends (feat. André 3000),-,-,-,the ends (feat. André 3000),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10,Travis Scott,Birds in the Trap Sing McKnight,pick up the phone (feat. Young Thug & Quavo),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,pick up the phone (feat. Young Thug & Quavo),pick up the phone,pick up the phone (feat. Young Thug & Quavo),pick up the phone (feat. Young Thug & Quavo),pick up the phone (feat. Young Thug & Quavo),pick up the phone (feat. Young Thug & Quavo),pick up the phone (feat. Young Thug & Quavo),pick up the phone (feat. Young Thug & Quavo),pick up the phone (feat. Young Thug & Quavo),pick up the phone (feat. Young Thug & Quavo),-,-,-,pick up the phone (feat. Young Thug & Quavo),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10,Travis Scott,ASTROWORLD,Butterfly Effect,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Butterfly Effect,Butterfly Effect,Butterfly Effect,Butterfly Effect,Butterfly Effect,-,Butterfly Effect,Butterfly Effect,Butterfly Effect,Butterfly Effect,-,-,-,Butterfly Effect,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,Travis Scott,Rodeo,Antidote,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Antidote,Antidote,Antidote,Antidote,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,Travis Scott,Birds in the Trap Sing McKnight,through the late night,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,through the late night,-,through the late night,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7,Trey Songz,Trigga,Na Na,Na Na,Na Na,Na Na,-,-,-,-,-,Na Na,-,-,-,-,-,-,-,-,Na Na,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Na Na,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Na Na,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,Trey Songz,"Passion, Pain & Pleasure",Bottoms Up (feat. Nicki Minaj),-,Bottoms Up (feat. Nicki Minaj),Bottoms Up (feat. Nicki Minaj),Bottoms Up (feat. Nicki Minaj),Bottoms Up (feat. Nicki Minaj),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Bottoms Up (feat. Nicki Minaj),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,Trey Songz,Chapter V,2 Reasons (feat. T.I.),2 Reasons (feat. T.I.),2 Reasons (feat. T.I.),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2 Reasons (feat. T.I.),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2 Reasons (feat. T.I.),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
13,Troye Sivan,In A Dream - EP,Easy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Easy,Easy,Easy,Easy,Easy,Easy,-,Easy,Easy,Easy,Easy,Easy,-,-,-,-,-,-,Easy,-,-,Easy,-,-
13,Troye Sivan,Bloom,Dance to This (feat. Ariana Grande),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Dance to This (feat. Ariana Grande),Dance to This (feat. Ariana Grande),Dance to This (feat. Ariana Grande),Dance to This (feat. Ariana Grande),Dance to This (feat. Ariana Grande),Dance to This (feat. Ariana Grande),Dance to This (feat. Ariana Grande),Dance to This (feat. Ariana Grande),Dance to This (feat. Ariana Grande),Dance to This (feat. Ariana Grande),Dance to This (feat. Ariana Grande),-,-,-,Dance to This (feat. Ariana Grande),Dance to This (feat. Ariana Grande),-,-,-,-,-,-,-,-,-,-,-
20,Troye Sivan,Bloom,The Good Side,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,The Good Side,The Good Side,The Good Side,The Good Side,The Good Side,The Good Side,The Good Side,-,The Good Side,The Good Side,-,-,The Good Side,The Good Side,The Good Side,The Good Side,The Good Side,The Good Side,The Good Side,-,-,The Good Side,-,-,-,-,The Good Side,-,-,-,-,The Good Side,-,-,-,-,-,-,The Good Side,-,-,-,-
10,Troye Sivan,Bloom,My My My!,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,My My My!,My My My!,My My My!,My My My!,My My My!,My My My!,-,-,-,-,My My My!,-,-,-,My My My!,-,-,-,-,-,-,-,-,My My My!,-,-,-,My My My!,-
8,Troye Sivan,In A Dream - EP,Take Yourself Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Take Yourself Home,Take Yourself Home,Take Yourself Home,-,Take Yourself Home,-,-,Take Yourself Home,Take Yourself Home,-,Take Yourself Home,-,-,-,-,Take Yourself Home,-,-,-,-,-,-,-,-,-,-,-
8,Troye Sivan,Blue Neighbourhood,Youth,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Youth,Youth,Youth,Youth,-,Youth,Youth,-,-,-,Youth,-,Youth,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7,Troye Sivan,Bloom,Bloom,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Bloom,Bloom,Bloom,Bloom,Bloom,Bloom,-,-,Bloom,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,Troye Sivan,Blue Neighbourhood,Talk Me Down,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Talk Me Down,Talk Me Down,-,-,-,-,-,-,Talk Me Down,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
17,twenty one pilots,Vessel,House of Gold,House of Gold,House of Gold,House of Gold,House of Gold,House of Gold,House of Gold,House of Gold,-,House of Gold,-,-,House of Gold,House of Gold,-,-,House of Gold,House of Gold,House of Gold,House of Gold,-,-,-,-,-,-,-,-,-,-,-,-,House of Gold,-,-,-,-,-,-,-,-,-,-,-,-,House of Gold,House of Gold,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11,twenty one pilots,Blurryface,Ride,Ride,-,-,-,-,-,Ride,-,-,-,Ride,Ride,-,-,-,Ride,-,-,Ride,-,Ride,-,-,-,-,-,-,-,Ride,-,-,-,-,-,-,-,Ride,Ride,Ride,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10,twenty one pilots,Blurryface,Lane Boy,Lane Boy,-,-,-,-,-,Lane Boy,Lane Boy,-,-,-,-,-,-,-,Lane Boy,-,-,Lane Boy,-,Lane Boy,-,-,-,-,-,-,-,Lane Boy,-,-,-,-,-,-,Lane Boy,Lane Boy,Lane Boy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10,twenty one pilots,Blurryface,The Judge,The Judge,-,-,The Judge,The Judge,-,-,-,-,-,The Judge,The Judge,The Judge,-,-,-,-,The Judge,-,-,-,-,The Judge,-,-,-,-,-,-,-,-,-,The Judge,The Judge,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7,twenty one pilots,Blurryface,Stressed Out,Stressed Out,Stressed Out,-,Stressed Out,Stressed Out,-,Stressed Out,-,-,-,-,Stressed Out,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Stressed Out,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,twenty one pilots,Cancer - Single,Cancer,-,-,-,-,-,-,-,-,-,Cancer,Cancer,Cancer,-,-,Cancer,-,-,-,-,-,-,-,Cancer,-,-,-,-,-,-,-,-,-,Cancer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,twenty one pilots,Suicide Squad: The Album,Heathens,-,-,-,-,-,-,Heathens,Heathens,Heathens,Heathens,Heathens,Heathens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,twenty one pilots,Blurryface,Message Man,Message Man,-,-,-,-,-,-,Message Man,-,-,-,Message Man,-,-,-,-,-,-,Message Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Message Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,twenty one pilots,Blurryface,Fairly Local,-,Fairly Local,-,-,-,-,Fairly Local,-,-,-,Fairly Local,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Fairly Local,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,twenty one pilots,Blurryface,Goner,-,-,-,Goner,Goner,Goner,Goner,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,twenty one pilots,Blurryface,We Don't Believe What's On TV,-,-,-,-,-,We Don't Believe What's On TV,We Don't Believe What's On TV,-,-,-,-,We Don't Believe What's On TV,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,We Don't Believe What's On TV,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,twenty one pilots,Vessel,Ode To Sleep,-,-,-,-,-,-,-,-,-,-,Ode To Sleep,Ode To Sleep,Ode To Sleep,-,-,-,-,-,-,-,-,-,-,-,-,-,Ode To Sleep,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,twenty one pilots,Blurryface,Hometown,-,-,-,-,-,-,-,Hometown,Hometown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Hometown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,twenty one pilots,Blurryface,Heavydirtysoul,-,-,-,Heavydirtysoul,-,-,-,-,-,-,-,Heavydirtysoul,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,twenty one pilots,Blurryface,Tear In My Heart,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Tear In My Heart,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Tear In My Heart,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,twenty one pilots,Blurryface,Not Today,-,-,-,Not Today,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9,Us The Duo,Just Love,Goodbye Forever,-,-,-,-,-,-,-,-,Goodbye Forever,Goodbye Forever,Goodbye Forever,Goodbye Forever,-,-,-,Goodbye Forever,-,-,Goodbye Forever,-,-,-,-,-,-,-,-,Goodbye Forever,-,-,-,-,-,-,-,-,Goodbye Forever,-,-,-,-,-,-,-,-,Goodbye Forever,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
13,Usher,Raymond v Raymond,OMG (feat. will.i.am),-,-,-,-,-,-,-,-,-,-,-,-,-,-,OMG (feat. will.i.am),OMG (feat. will.i.am),OMG (feat. will.i.am),OMG (feat. will.i.am),-,-,-,-,-,-,-,-,-,OMG (feat. will.i.am),OMG (feat. will.i.am),-,-,-,OMG (feat. will.i.am),-,-,-,OMG (feat. will.i.am),OMG (feat. will.i.am),OMG (feat. will.i.am),-,OMG (feat. will.i.am),-,-,-,-,-,-,-,-,-,OMG (feat. will.i.am),-,-,-,-,-,-,-,-,-,-,-,-,-,-,OMG (feat. will.i.am),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,Usher,Looking 4 Myself,2nd Round,-,-,-,-,-,-,-,-,-,2nd Round,-,-,-,-,-,-,-,-,-,2nd Round,-,-,-,-,-,-,2nd Round,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2nd Round,-,-,2nd Round,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,Usher,Looking 4 Myself,Twisted (feat. Pharrell),-,-,-,-,-,Twisted (feat. Pharrell),Twisted (feat. Pharrell),-,-,-,-,-,-,-,-,-,-,-,-,Twisted (feat. Pharrell),-,-,-,-,Twisted (feat. Pharrell),-,-,-,Twisted (feat. Pharrell),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,Usher,Looking 4 Myself,Hot Thing (feat. A$AP Rocky),-,-,-,-,-,-,-,Hot Thing (feat. A$AP Rocky),Hot Thing (feat. A$AP Rocky),Hot Thing (feat. A$AP Rocky),-,-,-,-,-,-,-,-,-,Hot Thing (feat. A$AP Rocky),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,Usher,Versus,Hot Tottie (feat. Jay-Z),-,-,-,-,-,-,-,-,Hot Tottie (feat. Jay-Z),-,-,-,-,Hot Tottie (feat. Jay-Z),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Hot Tottie (feat. Jay-Z),-,-,-,-,-,-,-,-,Hot Tottie (feat. Jay-Z),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,Usher,Looking 4 Myself,Lessons for the Lover,-,-,-,-,-,-,-,-,Lessons for the Lover,-,-,-,-,-,-,-,-,-,-,Lessons for the Lover,-,-,-,-,-,-,Lessons for the Lover,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,Usher,Looking 4 Myself,Say the Words,-,-,-,-,-,-,-,-,Say the Words,Say the Words,-,-,-,-,-,-,-,-,-,-,-,-,-,Say the Words,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,Usher,Versus,DJ Got Us Fallin' In Love (feat. Pitbull),-,-,-,-,-,-,-,-,-,-,DJ Got Us Fallin' In Love (feat. Pitbull),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,DJ Got Us Fallin' In Love (feat. Pitbull),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,Usher,Looking 4 Myself,Show Me,-,-,-,-,-,-,-,-,-,Show Me,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Show Me,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,Usher,Looking 4 Myself,I Care for U,-,-,-,-,-,-,-,-,I Care for U,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,Usher,Looking 4 Myself,I.F.U.,-,-,-,-,-,-,-,-,-,I.F.U.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,Usher,Looking 4 Myself,Scream,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Scream,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,Usher,Confessions,Yeah! (feat. Ludacris & Lil John),-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yeah! (feat. Ludacris & Lil John),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,Vampire Weekend,Modern Vampires Of The City,Unbelievers,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Unbelievers,-,-,-,-,-,-,-,Unbelievers,Unbelievers,Unbelievers,-,-,-,-,-,-,-,-,Unbelievers,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,Vampire Weekend,Contra,White Sky,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,White Sky,White Sky,-,-,-,-,-,-,-,-,-,-,-,-,White Sky,-,-,-,-,-,White Sky,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,White Sky,-,-,-,-,-
8,Van Morrison,Blowin' Your Mind!,Brown Eyed Girl (Single Version),-,-,-,-,-,-,-,-,Brown Eyed Girl (Single Version),Brown Eyed Girl (Single Version),-,-,-,-,-,-,-,-,Brown Eyed Girl (Single Version),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Brown Eyed Girl (Single Version),-,-,-,-,-,Brown Eyed Girl (Single Version),Brown Eyed Girl (Single Version),-,-,-,-,-,-,Brown Eyed Girl (Single Version),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Brown Eyed Girl (Single Version),-,-,-,-,-,-,-,-,-,-,-
1,Vance Joy,Dream Your Life Away,Riptide,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Riptide,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
